job_post_id,title,address,department,salary_range,company_profile,description,requirement,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,min_experience,company,industry,salary_type
MCF-2023-03031,Legal Counsel,"2 Shenton Way, #14-01 SGX Centre 1, Singapore 068804",Legal,14000-17000,LegalAdvise Inc. is a legal consultancy known for its legal expertise. We provide strategic legal counsel to clients. Join our legal team and be part of our commitment to legal excellence.,"LegalAdvise Inc. is looking for a Legal Counsel to provide legal guidance. You will review contracts, manage legal risks, and represent clients. Join our legal team and make a difference in legal matters.",Legal qualification and relevant experience,Legal training and mentorship,1,0,1,Full-Time,Mid-Senior level,7,LegalAdvise Inc.,Legal,Monthly
MCF-2023-03032,Senior UX Designer,"7 Straits View, #16-01 Marina One East Tower, Singapore 018936",UX Design,10000-13000,UXVision Co. is a UX design company passionate about user-centered design. Join us as a Senior UX Designer to create seamless and delightful user experiences. We encourage innovation in UX design.,"UXVision Co. is seeking a Senior UX Designer to design user-centered interfaces. You will conduct user research, create wireframes, and deliver intuitive user experiences. Join us and enhance UX design.",UX/UI design portfolio showcasing user-centered designs,Creative freedom and innovation support,0,0,0,Full-Time,Mid-Senior level,5,UXVision Co.,Design,Monthly
MCF-2023-03033,Sales Manager,"21 Tampines Avenue 1, #03-02 Temasek Polytechnic, Singapore 529757",Sales,12000-15000,SalesPro Ltd. is a sales-focused company that excels in driving revenue. We value sales excellence and aim to achieve outstanding results. Join our sales team and make a significant impact.,"SalesPro Ltd. is in search of a Sales Manager to lead the sales team. You will set sales targets, coach sales representatives, and drive revenue growth. Join our sales force and achieve sales excellence.",Sales management experience,Attractive commission structure,1,0,0,Full-Time,Executive,8,SalesPro Ltd.,Sales,Monthly
MCF-2023-03034,Clinical Research Director,"6 Raffles Boulevard, #02-218A/B/C Marina Square, Singapore 039594",Clinical Research,15000-18000,HealthCare Research Innovations is a healthcare research organization dedicated to advancing medical knowledge. Join our team as a Clinical Research Director to lead meaningful healthcare research projects.,"HealthCare Research Innovations is hiring a Clinical Research Director to lead research projects. You will oversee clinical trials, analyze research data, and contribute to healthcare advancements. Join us and impact healthcare.",Clinical research background,Contribute to cutting-edge healthcare research,1,1,0,Full-Time,Executive,10,HealthCare Research Innovations,Healthcare Research,Monthly
MCF-2023-03035,Restaurant Manager,"2 Orchard Turn, #04-05 ION Orchard, Singapore 238801",Restaurant Management,10000-13000,RestaurantDelights is a renowned restaurant known for its culinary creativity. Join us as a Restaurant Manager to lead the culinary team and create unforgettable dining experiences.,"RestaurantDelights is looking for a Restaurant Manager to oversee restaurant operations. You will manage staff, ensure food quality, and create a welcoming dining experience. Join us and lead culinary excellence.",Restaurant management experience,Staff meal benefits,0,1,0,Full-Time,Mid-Senior level,8,RestaurantDelights,Hospitality,Monthly
MCF-2023-03036,Investment Analyst,"1 George Street, #20-01 The Office Tower, Singapore 049145",Investment Analysis,11000-14000,InvestmentPro Ltd. is a financial advisory firm specializing in investment strategies. Join us as an Investment Analyst to provide expert investment guidance to clients. We value investment expertise and offer career advancement prospects.,"InvestmentPro Ltd. is seeking an Investment Analyst to provide investment advice. You will analyze financial markets, recommend investment strategies, and guide clients to financial success. Join us and excel in investments.",Financial analysis skills,Opportunity to work in the finance industry,1,0,0,Full-Time,Mid-Senior level,5,InvestmentPro Ltd.,Finance,Monthly
MCF-2023-03037,Senior HR Manager,"4 Battery Road, #12-01 Bank of China Building, Singapore 049908",Human Resources,14000-17000,"HRLeaders Plus Ltd. is a human resources consultancy known for its HR expertise. Join us as a Senior HR Manager to lead HR strategies, manage HR teams, and drive HR initiatives. Be part of our HR leadership.","HRLeaders Plus Ltd. is in search of a Senior HR Manager to lead HR initiatives. You will develop HR strategies, manage HR teams, and foster a positive workplace culture. Join us and lead in HR excellence.",HR leadership experience,Comprehensive HR benefits,0,1,0,Full-Time,Executive,8,HRLeaders Plus Ltd.,Human Resources,Monthly
MCF-2023-03038,Software Quality Assurance Analyst,"8 Marina View, #06-01 Asia Square Tower 1, Singapore 018960",Quality Assurance,9500-12500,QualityMasters Inc. is a quality assurance company dedicated to maintaining high product quality standards. Join us as a Software Quality Assurance Analyst and ensure product excellence.,"QualityMasters Inc. is hiring a Software Quality Assurance Analyst to ensure product quality. You will perform testing, report defects, and collaborate with development teams. Join us and maintain quality standards.",Quality assurance testing knowledge,Quality-focused work environment,1,0,0,Full-Time,Mid-Senior level,5,QualityMasters Inc.,Quality Assurance,Monthly
MCF-2023-03039,Artificial Intelligence Researcher,"71 Robinson Road, #08-02/03, Singapore 068895",Research,16000-20000,AIInnovate Co. is a technology company focused on cutting-edge AI research. Join our team as an Artificial Intelligence Researcher to work on innovative AI projects. We foster AI innovation.,"AIInnovate Co. is seeking an Artificial Intelligence Researcher to work on AI projects. You will conduct research, develop AI algorithms, and contribute to AI innovation. Join us and advance AI technology.",AI research experience,Pioneer AI research projects,0,1,1,Full-Time,Executive,6,AIInnovate Co.,Artificial Intelligence,Monthly
MCF-2023-03040,Psychiatrist,"1 Tanglin Road, #02-01 Orchard Parade Hotel, Singapore 247905",Psychiatry,12000-15000,MindCare Psychiatry is a psychiatry center that provides compassionate mental health care. Join us as a Psychiatrist to support individuals in their mental well-being journey. We prioritize mental health.,"MindCare Psychiatry is looking for a Psychiatrist to provide mental health care. You will assess patients, develop treatment plans, and support mental well-being. Join us in making a difference in mental health.",Medical degree and psychiatry certification,Contribute to mental health care,0,0,0,Full-Time,Executive,8,MindCare Psychiatry,Healthcare,Monthly
101,Marketing Manager,"123 Orchard Road, #05-678, Singapore 123456",Marketing,"SGD 5,000 - 7,000 monthly","ABC Marketing Solutions is a leading marketing agency in Singapore, specializing in digital marketing solutions. We strive for excellence and creativity in every campaign.",ABC Marketing Solutions is seeking an experienced Marketing Manager to lead our marketing team. You will develop and execute innovative marketing strategies to drive business growth.,"Requirements:
- Bachelor's degree in Marketing or related field
- 5+ years of marketing experience
- Proven track record of successful campaigns","Benefits:
- Competitive salary
- Performance-based bonuses
- Health and dental insurance
- Flexible work hours",1,1,0,Full-Time,5-7 Years,3 Years,ABC Marketing Solutions,Marketing,Monthly
102,Software Engineer,"456 Raffles Place, #12-345, Singapore 789012",Engineering,"SGD 6,000 - 8,000 monthly",TechPulse is a tech startup focused on cutting-edge software development. We value innovation and collaboration to deliver exceptional software solutions.,"TechPulse is looking for a Software Engineer to join our dynamic team. You will design, develop, and maintain software solutions that meet customer needs.","Requirements:
- Bachelor's degree in Computer Science or related field
- 3+ years of software development experience
- Proficiency in Python and JavaScript",,0,0,0,Full-Time,3-5 Years,2 Years,TechPulse,Technology,Monthly
103,Financial Analyst,"789 Marina Bay Sands, #23-456, Singapore 234567",Finance,"SGD 7,000 - 9,000 monthly",FinanceHub Ltd. is a reputable financial services firm with a track record of success. We provide expert financial advice to our clients for their financial growth.,FinanceHub Ltd. is hiring a Financial Analyst to provide financial analysis and reporting. You will play a key role in financial decision-making.,"Requirements:
- Bachelor's degree in Finance or related field
- 2+ years of financial analysis experience
- Strong analytical skills","Benefits:
- Competitive salary
- Annual performance bonuses
- Comprehensive health coverage
- Career advancement opportunities",0,1,0,Full-Time,2-4 Years,2 Years,FinanceHub Ltd.,Finance,Monthly
104,Media Relations Specialist,"101 Clarke Quay, #09-123, Singapore 345678",Public Relations,"SGD 5,500 - 7,500 monthly",MediaMasters Co. is a media relations agency that specializes in building and managing relationships between brands and the media. We are passionate about storytelling.,MediaMasters Co. is seeking a Media Relations Specialist to build and maintain relationships with media outlets. You will craft compelling narratives for our clients.,"Requirements:
- Bachelor's degree in Communications or related field
- 3+ years of media relations experience
- Excellent written and verbal communication skills","Benefits:
- Competitive salary
- Performance-based bonuses
- Health and dental insurance
- Flexible work hours",1,1,0,Full-Time,3-5 Years,2 Years,MediaMasters Co.,Media Relations,Monthly
